"title-titre-eng","title-titre-fra","referenceNumber-numeroReference","amendmentNumber-numeroModification","procurementNumber-numeroApprovisionnement","solicitationNumber-numeroSollicitation","contractNumber-numeroContrat","numberOfRecords-nombreEnregistrements","publicationDate-datePublication","contractAwardDate-dateAttributionContrat","amendmentDate-dateModification","contractStartDate-contratDateDebut","contractEndDate-dateFinContrat","contractAmount-montantContrat","totalContractValue-valeurTotaleContrat","contractCurrency-contratMonnaie","contractStatus-statutContrat-eng","contractStatus-statutContrat-fra","gsin-nibs","gsinDescription-nibsDescription-eng","gsinDescription-nibsDescription-fra","unspsc","unspscDescription-eng","unspscDescription-fra","procurementCategory-categorieApprovisionnement","noticeType-avisType-eng","noticeType-avisType-fra","procurementMethod-methodeApprovisionnement-eng","procurementMethod-methodeApprovisionnement-fra","selectionCriteria-criteresSelection-eng","selectionCriteria-criteresSelection-fra","limitedTenderingReason-raisonAppelOffresLimite-eng","limitedTenderingReason-raisonAppelOffresLimite-fra","tradeAgreements-accordsCommerciaux-eng","tradeAgreements-accordsCommerciaux-fra","regionsOfDelivery-regionsLivraison-eng","regionsOfDelivery-regionsLivraison-fra","supplierLegalName-nomLegalFournisseur-eng","supplierLegalName-nomLegalFournisseur-fra","supplierStandardizedName-nomNormaliseFournisseur-eng","supplierStandardizedName-nomNormaliseFournisseur-fra","supplierOperatingName-nomCommercialFournisseur-eng","supplierOperatingName-nomCommercialFournisseur-fra","supplierEmployeeCount-fournisseurNombreEmployes-eng","supplierEmployeeCount-fournisseurNombreEmployes-fra","supplierAddressLine-ligneAdresseFournisseur-eng","supplierAddressLine-ligneAdresseFournisseur-fra","supplierAddressCity-fournisseurAdresseVille-eng","supplierAddressCity-fournisseurAdresseVille-fra","supplierAddressProvince-fournisseurAdresseProvince-eng","supplierAddressProvince-fournisseurAdresseProvince-fra","supplierAddressPostalCode-fournisseurAdresseCodePostal","supplierAddressCountry-fournisseurAdressePays-eng","supplierAddressCountry-fournisseurAdressePays-fra","contractingEntityName-nomEntitContractante-eng","contractingEntityName-nomEntitContractante-fra","contractingEntityAddressLine-ligneAdresseEntiteContractante-eng","contractingEntityAddressLine-ligneAdresseEntiteContractante-fra","contractingEntityAddressCity-entiteContractanteAdresseVille-eng","contractingEntityAddressCity-entiteContractanteAdresseVille-fra","contractingEntityAddressProvince-entiteContractanteAdresseProvince-eng","contractingEntityAddressProvince-entiteContractanteAdresseProvince-fra","contractingEntityAddressPostalCode-entiteContractanteAdresseCodePostal","contractingEntityAddressCountry-entiteContractanteAdressePays-eng","contractingEntityAddressCountry-entiteContractanteAdressePays-fra","endUserEntitiesName-nomEntitesUtilisateurFinal-eng","endUserEntitiesName-nomEntitesUtilisateurFinal-fra","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-eng","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-fra","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-eng","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-fra","contactInfoName-informationsContactNom","contactInfoEmail-informationsContactCourriel","contactInfoPhone-contactInfoTelephone","contactInfoFax","contactInfoAddressLine-contactInfoAdresseLigne-eng","contactInfoAddressLine-contactInfoAdresseLigne-fra","contactInfoCity-contacterInfoVille-eng","contactInfoCity-contacterInfoVille-fra","contactInfoProvince-contacterInfoProvince-eng","contactInfoProvince-contacterInfoProvince-fra","contactInfoPostalcode","contactInfoCountry-contactInfoPays-eng","contactInfoCountry-contactInfoPays-fra","percentageOfGoodsByCountry-pourcentageDeBiensParPays","tenderDescription-descriptionAppelOffres-eng","tenderDescription-descriptionAppelOffres-fra"
"TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~008)","TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~008)","F6140-181022/001/PWD","008","F6140-181022","","F6140-181022/001/PWD","9","","2020-02-20","","","2019-12-13","15848.00","3220810.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Trident Construction Ltd.","Trident Construction Ltd.","TRIDENT CONSTRUCTION LTD","TRIDENT CONSTRUCTION LTD","Trident Construction Limited","Trident Construction Limited","20 to 49 employees","20 à 49 employés","21 Dundee Ave.","21 Dundee Ave.","Mt. Pearl","Mt. Pearl","Newfoundland and Labrador","Newfoundland and Labrador","A1N4R6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181029/001/PWD~002)","R J G CONSTRUCTION LTD (F6140-181029/001/PWD~002)","F6140-181029/001/PWD","002","F6140-181029","","F6140-181029/001/PWD","8","","2019-06-06","","","2019-08-16","1773.00","2586109.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181029/001/PWD~003)","R J G CONSTRUCTION LTD (F6140-181029/001/PWD~003)","F6140-181029/001/PWD","003","F6140-181029","","F6140-181029/001/PWD","8","","2019-06-19","","","2019-08-16","0.00","2586109.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181029/001/PWD~004)","R J G CONSTRUCTION LTD (F6140-181029/001/PWD~004)","F6140-181029/001/PWD","004","F6140-181029","","F6140-181029/001/PWD","8","","2019-06-19","","","2019-08-16","44703.00","2586109.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181029/001/PWD~005)","R J G CONSTRUCTION LTD (F6140-181029/001/PWD~005)","F6140-181029/001/PWD","005","F6140-181029","","F6140-181029/001/PWD","8","","2019-08-12","","","2019-09-16","0.00","2586109.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181029/001/PWD~006)","R J G CONSTRUCTION LTD (F6140-181029/001/PWD~006)","F6140-181029/001/PWD","006","F6140-181029","","F6140-181029/001/PWD","8","","2019-08-23","","","2019-09-16","4659.00","2586109.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181029/001/PWD~007)","R J G CONSTRUCTION LTD (F6140-181029/001/PWD~007)","F6140-181029/001/PWD","007","F6140-181029","","F6140-181029/001/PWD","8","","2019-10-17","","","2019-09-16","36814.00","2586109.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181036/001/PWD~002)","R J G CONSTRUCTION LTD (F6140-181036/001/PWD~002)","F6140-181036/001/PWD","002","F6140-181036","","F6140-181036/001/PWD","5","","2019-05-17","","","2019-12-17","43861.00","2953418.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181036/001/PWD~003)","R J G CONSTRUCTION LTD (F6140-181036/001/PWD~003)","F6140-181036/001/PWD","003","F6140-181036","","F6140-181036/001/PWD","5","","2019-07-11","","","2019-12-17","995.00","2953418.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"R J G CONSTRUCTION LTD (F6140-181036/001/PWD~004)","R J G CONSTRUCTION LTD (F6140-181036/001/PWD~004)","F6140-181036/001/PWD","004","F6140-181036","","F6140-181036/001/PWD","5","","2019-08-02","","","2019-12-17","-108739.00","2953418.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","R.J.G. Construction Limited","R.J.G. Construction Limited","R J G CONSTRUCTION LTD","R J G CONSTRUCTION LTD","R J G Construction Ltd.","R J G Construction Ltd.","10 to 19 employees","10 à 19 employés","P.O Box 8421, Station A","P.O Box 8421, Station A","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1B3N9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"FLOYDS CONSTRUCTION LTD (F6140-181045/001/PWD~001)","FLOYDS CONSTRUCTION LTD (F6140-181045/001/PWD~001)","F6140-181045/001/PWD","001","F6140-181045","","F6140-181045/001/PWD","3","","2019-09-06","","","2019-09-06","0.00","1468079.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Floyd's Construction Ltd","Floyd's Construction Ltd","FLOYDS CONSTRUCTION LTD","FLOYDS CONSTRUCTION LTD","Floyd's Construction Limited","Floyd's Construction Limited","10 to 19 employees","10 à 19 employés","P O Box 45<br>16 West Link Road","P O Box 45<br>16 West Link Road","Rocky Harbour","Rocky Harbour","Newfoundland and Labrador","Newfoundland and Labrador","A0K4N0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"FLOYDS CONSTRUCTION LTD (F6140-181045/001/PWD~002)","FLOYDS CONSTRUCTION LTD (F6140-181045/001/PWD~002)","F6140-181045/001/PWD","002","F6140-181045","","F6140-181045/001/PWD","3","","2019-11-29","","","2019-09-06","88655.00","1468079.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Floyd's Construction Ltd","Floyd's Construction Ltd","FLOYDS CONSTRUCTION LTD","FLOYDS CONSTRUCTION LTD","Floyd's Construction Limited","Floyd's Construction Limited","10 to 19 employees","10 à 19 employés","P O Box 45<br>16 West Link Road","P O Box 45<br>16 West Link Road","Rocky Harbour","Rocky Harbour","Newfoundland and Labrador","Newfoundland and Labrador","A0K4N0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"EXPLOITS LAND & SEA LTD (F6140-181050/001/PWD~002)","EXPLOITS LAND & SEA LTD (F6140-181050/001/PWD~002)","F6140-181050/001/PWD","002","F6140-181050","","F6140-181050/001/PWD","5","","2019-04-26","","","2019-05-08","-2875.00","1367657.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Exploits Land & Sea Ltd.","Exploits Land & Sea Ltd.","EXPLOITS LAND & SEA LTD","EXPLOITS LAND & SEA LTD","Exploits Land & Sea Ltd.","Exploits Land & Sea Ltd.","1 to 4 employees","1 à 4 employés","9 Main Street","9 Main Street","Badger","Badger","Newfoundland and Labrador","Newfoundland and Labrador","A0H1A0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"EXPLOITS LAND & SEA LTD (F6140-181050/001/PWD~003)","EXPLOITS LAND & SEA LTD (F6140-181050/001/PWD~003)","F6140-181050/001/PWD","003","F6140-181050","","F6140-181050/001/PWD","5","","2019-05-08","","","2019-06-01","0.00","1367657.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Exploits Land & Sea Ltd.","Exploits Land & Sea Ltd.","EXPLOITS LAND & SEA LTD","EXPLOITS LAND & SEA LTD","Exploits Land & Sea Ltd.","Exploits Land & Sea Ltd.","1 to 4 employees","1 à 4 employés","9 Main Street","9 Main Street","Badger","Badger","Newfoundland and Labrador","Newfoundland and Labrador","A0H1A0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"EXPLOITS LAND & SEA LTD (F6140-181050/001/PWD~004)","EXPLOITS LAND & SEA LTD (F6140-181050/001/PWD~004)","F6140-181050/001/PWD","004","F6140-181050","","F6140-181050/001/PWD","5","","2019-07-08","","","2019-06-01","-22825.00","1367657.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Exploits Land & Sea Ltd.","Exploits Land & Sea Ltd.","EXPLOITS LAND & SEA LTD","EXPLOITS LAND & SEA LTD","Exploits Land & Sea Ltd.","Exploits Land & Sea Ltd.","1 to 4 employees","1 à 4 employés","9 Main Street","9 Main Street","Badger","Badger","Newfoundland and Labrador","Newfoundland and Labrador","A0H1A0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
